,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
168247,porsche,Porsche 992,black,22-Jan,2022,297990,478,650,Automatic,Petrol,"11,3 l/100 km",276 g/km,12000,Turbo S Cabrio SPORTAGA*LIFT*CARBON*ON STOCK
52564,ferrari,Ferrari Portofino,red,23-Jun,2023,297500,456,620,Automatic,Petrol,"11,3 l/100 km",256 g/km,73,Portofino M *DREAMLINE*CARBON*JBL*360°*PDISPLAY
93801,lamborghini,Lamborghini Huracan,white,20-Jun,2020,297498,470,639,Automatic,Petrol,"14,2 l/100 km",#NAME?,31650,"EVO 4 Spyder/Lift/DAB/Sportivo/20"""
23402,bentley,Bentley Bentayga,black,23-May,2023,297322,404,549,Automatic,Petrol,13 l/100 km,294 g/km,52,"4.0 V8 Azure BLACK 22"" SPORTS EXHAUST"
23407,bentley,Bentley Bentayga,black,23-Jun,2023,297322,404,549,Automatic,Petrol,13 l/100 km,294 g/km,27,"Azure V8 BLACK/BROWN 2023 LED LAMP 22"""
93576,lamborghini,Lamborghini Murciélago,gold,1-Dec,2001,297000,471,640,Manual,Petrol,"21,5 l/100 km",500 g/km,50179,Murcielago SVR
93577,lamborghini,Lamborghini Murciélago,silver,2-May,2002,297000,471,640,Manual,Petrol,"21,5 l/100 km",500 g/km,25834,Murcilago  JB-R Unikat
93602,lamborghini,Lamborghini Murciélago,red,8-Mar,2008,297000,552,751,Automatic,Petrol,"21,3 l/100 km",495 g/km,29452,LP640 E-Gear
23368,bentley,Bentley Continental GT,grey,23-Jan,2023,296989,404,549,Automatic,Petrol,"11,3 l/100 km",263 g/km,6000,New Continental GT S V8
93812,lamborghini,Lamborghini Urus,blue,21-Feb,2021,295900,478,650,Automatic,Petrol,"12,7 l/100 km",290 g/km,16791,Branding Paket Soft Close
168417,porsche,Porsche 992,black,23-Jun,2023,295120,478,650,Automatic,Petrol,12 l/100 km,272 g/km,48,"TURBO S COUPE 2024 BLACK/BLACK 20"" BURMESTR"
1542,aston-martin,Aston Martin DB9,grey,15-Nov,2015,295000,402,547,Automatic,Petrol,"11,8 l/100 km",333 g/km,6500,GT * James Bond 007 Edition * 1 of 150 *
1695,aston-martin,Aston Martin DBX,grey,23-Jan,2023,295000,520,707,Automatic,Petrol,"14,2 l/100 km",323 g/km,4500,707 *CarbonPack*Cote D'Azur Blue*
23849,bmw,BMW Z8,black,Jul-00,2000,295000,294,400,Manual,Petrol,"14,5 l/100 km",349 g/km,32724,Ci
93816,lamborghini,Lamborghini Urus,blue,21-Feb,2021,295000,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,16900,MY21 - Lamborghini Hamburg
93771,lamborghini,Lamborghini Urus,grey,20-Jul,2020,294999,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,25000,"4.0 V8 Mansory Carbon 24"""
23362,bentley,Bentley Continental GT,brown,23-May,2023,294900,404,549,Automatic,Petrol,"11,3 l/100 km",263 g/km,3600,V8 // BENTLEY DÜSSELDORF
23408,bentley,Bentley Flying Spur,silver,23-Apr,2023,294900,306,416,Automatic,Hybrid,"3,2 l/100 km",73 g/km,3600,S Hybrid  // BENTLEY DÜSSELDORF
52423,ferrari,Ferrari Roma,blue,21-Nov,2021,294900,456,620,Automatic,Petrol,"11,2 l/100 km",255 g/km,1100,M
93617,lamborghini,Lamborghini Aventador,brown,12-Sep,2012,294900,515,700,Automatic,Petrol,"17,2 l/100 km",398 g/km,37000,LP 700-4 - Ad Personam|ParkAssist|Lift
93757,lamborghini,Lamborghini Urus,blue,20-Oct,2020,294900,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,13139,| Carbon | Pano | Q-Citura | ADAS
93769,lamborghini,Lamborghini Urus,grey,20-Jun,2020,294900,478,650,Automatic,Petrol,"12,3 l/100 km",290 g/km,18580,"Grigio Keres Matt, Akrapovic, Full Carbon"
97669,maserati,Maserati,white,21-Sep,2021,294900,463,630,Automatic,Petrol,"11,5 l/100 km",261 g/km,1300,MC20 Coupé CARBON PAKET
93814,lamborghini,Lamborghini Urus,blue,21-Apr,2021,294890,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,26480,| Garantie | Service-Paket | 1. Hand
23265,bentley,Bentley Bentayga,beige,22-Sep,2022,294850,404,549,Automatic,Petrol,12 l/100 km,272 g/km,1746,4.0 V8 S 22AHK CARBON Mulliner NAIM
23396,bentley,Bentley Continental,black,23-Mar,2023,294780,405,551,Automatic,Petrol,"11,7 l/100 km",266 g/km,6001,GTC V8 Mulliner
23372,bentley,Bentley Continental,grey,23-Apr,2023,291790,404,549,Automatic,Petrol,"12,1 l/100 km",275 g/km,3000,GT V8
23343,bentley,Bentley Bentayga,silver,22-Nov,2022,290000,404,549,Automatic,Petrol,12 l/100 km,272 g/km,3000,EWB Azure Head Up Display Navi LED Klima
52167,ferrari,Ferrari 458,red,12-Jun,2012,289999,419,570,Automatic,Petrol,,#NAME?,13000,Spider *RACING-SEATS*HISTORIE*CARBON*13TKM*
123742,mercedes-benz,Mercedes-Benz G 63 AMG,grey,19-Dec,2019,289999,588,799,Automatic,Petrol,"13,1 l/100 km",299 g/km,55336,4Matic+ PANORAMA 360°
128850,mercedes-benz,Mercedes-Benz G 63 AMG,red,23-Feb,2023,289999,515,700,Automatic,Petrol,16 l/100 km,363 g/km,2000,"BRABUS 700 Night Paket+II G MANUFAKTUR 360° 22"""
167855,porsche,Porsche 992,green,21-Aug,2021,289992,331,450,Automatic,Petrol,"10,3 l/100 km",235 g/km,1911,Targa 4S Heritage PTS Brewstergreen SportDe.
52232,ferrari,Ferrari 458,black,15-May,2015,289950,416,566,Automatic,Petrol,,#NAME?,13500,"SPIDER ""POWER-GARANTIE 2024"" CARBON NAVI 20"""
93616,lamborghini,Lamborghini Aventador,white,11-Sep,2011,289949,515,700,Automatic,Petrol,,#NAME?,45000,LP 700-4 LSS Akrapovic 20/21 R-CAM TOP
23365,bentley,Bentley Bentayga,brown,23-Mar,2023,289900,405,551,Automatic,Petrol,12 l/100 km,272 g/km,95,V8 Azure
52273,ferrari,Ferrari 488,red,17-May,2017,289900,492,669,Automatic,Petrol,"11,4 l/100 km",260 g/km,18666,*Ferrari Dresden*
52286,ferrari,Ferrari 488,yellow,18-Mar,2018,289900,493,670,Automatic,Petrol,,#NAME?,13000,Spider
93605,lamborghini,Lamborghini Murciélago,white,8-Feb,2008,289900,471,640,Automatic,Petrol,"21,3 l/100 km",495 g/km,30000,LP640-4 Roadster - Navi|Kamera|Carbon
93791,lamborghini,Lamborghini Urus,black,20-Nov,2020,289900,478,650,Automatic,Petrol,,#NAME?,28471,- Bang&Olufsen - MY21 - ADAS - Massage -
93799,lamborghini,Lamborghini Huracan,white,20-Jun,2020,289900,470,639,Automatic,Petrol,"12,3 l/100 km",285 g/km,11500,EVO AWD Coupe
113161,mercedes-benz,Mercedes-Benz G 500,black,13-May,2013,289900,285,387,Automatic,Petrol,"14,9 l/100 km",348 g/km,9100,Cabrio DISTRO+AHK+BELÜFTUNG+MEMORY+COMAND+
166886,porsche,Porsche 991,green,18-Aug,2018,289900,383,521,Automatic,Petrol,"12,8 l/100 km",303 g/km,3308,911 GT3 RS 4.0 / Sportabgasanlage Bi-Xenon Bose
420,alfa-romeo,Alfa Romeo 8C,white,11-Apr,2011,289890,331,450,Automatic,Petrol,,#NAME?,3084,Spider 1 of 500 I Carbon I 1. Hand I 3084 km
96462,land-rover,Land Rover Range Rover,grey,22-Oct,2022,289890,390,530,Automatic,Petrol,"11,7 l/100 km",265 g/km,99,P530 SV *SOFORT verfügbar*STOCK*
112842,mercedes-benz,Mercedes-Benz G 65 AMG,black,13-Jul,2013,289890,588,799,Automatic,Petrol,17 l/100 km,403 g/km,19780,Brabus 800 Widestar G 65 AMG  V12 DESIGNO
23389,bentley,Bentley Continental,red,23-May,2023,289870,405,551,Automatic,Petrol,"11,3 l/100 km",263 g/km,1923,GT V8 S *Rotating*B&O*CarbonFibre*
93753,lamborghini,Lamborghini Urus,white,19-Aug,2019,289850,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,40540,4.0 V8 Autom.
23256,bentley,Bentley Continental,white,21-Sep,2021,289680,485,659,Automatic,Petrol,"13,5 l/100 km",308 g/km,4250,GT Speed *Panorama*NAIM*
23369,bentley,Bentley Flying Spur,grey,23-Mar,2023,289680,467,635,Automatic,Petrol,14 l/100 km,320 g/km,1900,W12 *Mulliner*Blackline*B&O*
93779,lamborghini,Lamborghini Urus,black,20-Dec,2020,289650,478,650,Automatic,Petrol,,#NAME?,14150,MY 21 Q-Citura B&O Pano
97109,land-rover,Land Rover Range Rover,gold,23-May,2023,289530,390,530,Automatic,Petrol,"12,4 l/100 km",285 g/km,100,P530 FirstEdition-Autobiogr.-SV GOLD  NSW/Klima
52332,ferrari,Ferrari 488,red,19-Apr,2019,288900,492,669,Automatic,Petrol,"11,4 l/100 km",260 g/km,9900,*Lift*PDC*RFK*elektr. Sitze*Mwst
165291,porsche,Porsche 911,black,14-Sep,2014,288899,735,999,Automatic,Petrol,"9,7 l/100 km",230 g/km,30000,Turbo S *9FF Komplettumbau*4.0L Motor*
23277,bentley,Bentley Bentayga,blue,22-Jul,2022,288800,405,551,Automatic,Petrol,12 l/100 km,272 g/km,8000,S  NAIM*CERAMIC*FOND ENTERTAINMENT*
113760,mercedes-benz,Mercedes-Benz SLS,white,13-Oct,2013,288800,435,591,Automatic,Petrol,,#NAME?,2700,GT Roadster /1. Hand / nur 2.700KM / Keramikbremse
23235,bentley,Bentley Continental GT,green,21-Aug,2021,288500,485,659,Automatic,Petrol,"13,5 l/100 km",308 g/km,9000,SPEED - MY 2022 - BENTLEY BERLIN
23240,bentley,Bentley Continental GT,red,21-Aug,2021,288500,485,659,Automatic,Petrol,"13,5 l/100 km",308 g/km,3200,SPEED - BENTLEY BERLIN
23242,bentley,Bentley Continental GT,red,21-Aug,2021,288500,485,659,Automatic,Petrol,"13,5 l/100 km",308 g/km,5000,SPEED - BENTLEY BERLIN
23257,bentley,Bentley Continental,white,21-Aug,2021,288490,485,659,Automatic,Petrol,"13,5 l/100 km",308 g/km,4298,"GT Speed Touring Comfort City 22"""
167284,porsche,Porsche 991,grey,19-Sep,2019,287991,383,521,Automatic,Petrol,"12,8 l/100 km",291 g/km,3827,GT3RS Clubsport Kreide Weissach Magnesium
23366,bentley,Bentley Flying Spur,brown,23-Mar,2023,287900,400,544,Automatic,Hybrid,"3,3 l/100 km",73 g/km,49,Azure Hybrid MY2023 Head-Up TV
52449,ferrari,Ferrari Portofino,red,21-May,2021,287880,456,620,Automatic,Petrol,,#NAME?,21501,M Carbon Fibre Passenger Display
52356,ferrari,Ferrari 488,black,19-Jul,2019,286900,493,670,Automatic,Petrol,,#NAME?,18000,LED Lenkrad* Keramik * Lift* KAMERA
93755,lamborghini,Lamborghini Urus,white,19-Sep,2019,286500,478,650,Automatic,Petrol,,0 g/km,31059,Dt.Auto*1.Hand*u-frei*Carbon*23*Facelift
52493,ferrari,Ferrari Roma,blue,22-Nov,2022,285900,456,620,Automatic,Petrol,"10,3 l/100 km",234 g/km,90,| full carbon / ADAS / Style Seats / LEDS
52558,ferrari,Ferrari Roma,red,23-Jan,2023,285900,456,620,Automatic,Petrol,"11,5 l/100 km",255 g/km,25,/ ADAS / JBL / CARBON /
93691,lamborghini,Lamborghini Urus,yellow,18-Nov,2018,285889,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,34650,B&O CARBON NIGHT STYLE PANO 22Z HEAD DAB Q-Citura
1713,aston-martin,Aston Martin DBX,orange,23-Feb,2023,285707,520,707,Automatic,Petrol,14 l/100 km,323 g/km,1500,707 by -Q-PearlOrange-Pano-ACC-Standhzg.-
93783,lamborghini,Lamborghini Huracan,black,20-Jul,2020,285640,471,640,Automatic,Petrol,,#NAME?,8600,EVO LP 640-4 Coupé
93795,lamborghini,Lamborghini Huracan,silver,20-Oct,2020,285640,471,640,Automatic,Petrol,,#NAME?,36820,EVO Coupé | Lamborghini Nürnberg
23387,bentley,Bentley Continental GT,green,23-Apr,2023,285500,405,551,Automatic,Petrol,"11,3 l/100 km",263 g/km,3100,S V8 - MY23 - BENTLEY BERLIN -
23388,bentley,Bentley Continental GT,green,23-Feb,2023,285450,405,551,Automatic,Petrol,"11,3 l/100 km",263 g/km,4000,V8 #On STOCK #
1596,aston-martin,Aston Martin DBS,grey,19-Dec,2019,285007,533,725,Automatic,Petrol,"12,4 l/100 km",306 g/km,8500,"Superleggera Coupe / UPE 322.765 ,-"
1606,aston-martin,Aston Martin DBS,black,19-Nov,2019,285007,533,725,Automatic,Petrol,"12,4 l/100 km",285 g/km,22000,Volante
1591,aston-martin,Aston Martin V8,orange,18-Aug,2018,285000,328,446,Manual,Petrol,"13,8 l/100 km",321 g/km,310,"Vantage GT8 Limited Nr.149 von 150,  MwSt  1.Hd"
52165,ferrari,Ferrari 458,red,12-Jul,2012,285000,419,570,Automatic,Petrol,,#NAME?,10200,Spider
97765,maserati,Maserati,white,22-Jan,2022,285000,463,630,Automatic,Petrol,"12,4 l/100 km",261 g/km,11000,630PS V6 MY22 Carbon Exterieur & Interieur
23303,bentley,Bentley Flying Spur,green,22-Apr,2022,284900,467,635,Automatic,Petrol,"14,8 l/100 km",#NAME?,9600,6.0 W12#Demonstrator#
52430,ferrari,Ferrari F8 Tributo,grey,21-Sep,2021,284900,530,721,Automatic,Petrol,"11,5 l/100 km",292 g/km,2421,Carbon+LEDs/Liftsystem/Kamera/AFS
52531,ferrari,Ferrari Portofino,red,22-Apr,2022,284900,456,620,Automatic,Petrol,,#NAME?,4200,"3.9 T V8 M DCT. HIFI, 360 G KAMERA, Nackenheizung,"
93729,lamborghini,Lamborghini Urus,grey,19-Jan,2019,284900,478,650,Automatic,Petrol,"12,3 l/100 km",290 g/km,15340,"Grigio Lynx, Full ADAS, Ambient Lighting"
52532,ferrari,Ferrari Portofino,red,22-Jun,2022,284785,456,620,Automatic,Petrol,"10,3 l/100 km",235 g/km,850,SF90 Assetto Fiorano Paket
52559,ferrari,Ferrari Portofino,red,23-Feb,2023,284630,456,620,Automatic,Petrol,"11,2 l/100 km",384 g/km,80,"M , Neufahrzeug mit Tageszulassung"
42342,bmw,BMW M5,green,22-Apr,2022,284410,580,789,Automatic,Petrol,"11,3 l/100 km",258 g/km,2350,MANHART MH5 GTR
1704,aston-martin,Aston Martin DBX,black,23-May,2023,284290,520,707,Automatic,Petrol,"19,9 l/100 km",323 g/km,3000,707
23296,bentley,Bentley Bentayga,grey,22-Dec,2022,284232,404,549,Automatic,Petrol,13 l/100 km,294 g/km,44,"V8 S MULLINER ENTERTAINMENT 22"" CARBON"
116187,mercedes-benz,Mercedes-Benz G 500,black,15-Feb,2015,284000,285,387,Automatic,Petrol,,#NAME?,18000,Werkspanzerung*Armoured*TV*StHz*
93813,lamborghini,Lamborghini Urus,blue,21-May,2021,283900,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,11838,"AD PERSONAM B&O 23"" TAIGATE HEAD-UP ACC+"
23272,bentley,Bentley Bentayga,blue,22-Dec,2022,283880,405,551,Automatic,Petrol,12 l/100 km,272 g/km,5000,V8  Azure 1st Edition/ 4seats /Long/EWB
23232,bentley,Bentley Continental GTC,grey,21-Jun,2021,283208,404,549,Automatic,Petrol,,#NAME?,3700,4.0 V8 - Bang&Olufsen
168302,porsche,Porsche 911,silver,22-May,2022,283000,478,650,Automatic,Petrol,"11,1 l/100 km",254 g/km,9800,"992 Turbo S 1. Hand, unfallfrei, DE"
168307,porsche,Porsche 992,silver,22-May,2022,283000,478,650,Automatic,Petrol,"11,1 l/100 km",254 g/km,9800,"Turbo S 1. Hand, unfallfrei, DE"
23361,bentley,Bentley Continental,brown,23-Jun,2023,282990,404,549,Automatic,Petrol,"11,3 l/100 km",263 g/km,3000,GT Azure V8
23176,bentley,Bentley Continental GTC,blue,20-Jul,2020,282900,467,635,Automatic,Petrol,,#NAME?,5300,GTC V12/Voll!1.Hd.Dt./Bildschön!Neuwertig!
128839,mercedes-benz,Mercedes-Benz G 63 AMG,green,23-Jan,2023,282900,430,585,Automatic,Petrol,"13,1 l/100 km",299 g/km,39,G Manufaktur Night Paket II
129031,mercedes-benz,Mercedes-Benz GLS 600,silver,23-Feb,2023,280840,410,557,Automatic,Petrol,12 l/100 km,275 g/km,22,Maybach 4M SILVER/WHITE BURMESTER 360°
93593,lamborghini,Lamborghini Murciélago,black,7-Jul,2007,280000,471,640,Automatic,Petrol,"21,3 l/100 km",495 g/km,30000,LP640-4 Roadster - Q-Citura Leder
1694,aston-martin,Aston Martin DBX,grey,23-May,2023,279999,520,707,Automatic,Petrol,"16,9 l/100 km",269 g/km,1999,707
23260,bentley,Bentley Continental,white,21-Mar,2021,279990,404,549,Automatic,Petrol,,#NAME?,2145,V8 Mulliner HUD Matrix Memory
52308,ferrari,Ferrari 488,black,18-Apr,2018,279990,493,670,Automatic,Petrol,,#NAME?,15531,GTS Novitec 670PS Carbon Approved LED
1651,aston-martin,Aston Martin DBS,white,21-Nov,2021,279980,533,725,Automatic,Petrol,,#NAME?,7211,"5.2 V12 Superleggera Coupé *Carbon,B&O*"
114269,mercedes-benz,Mercedes-Benz SLS,grey,14-Mar,2014,279950,435,591,Automatic,Petrol,"13,2 l/100 km",313 g/km,18231,"GT Roadster  Memory+Kamera+ 19/20"""
115347,mercedes-benz,Mercedes-Benz,white,14-Aug,2014,279930,435,591,Automatic,Petrol,"13,2 l/100 km",308 g/km,9231,GT FINAL EDITION 1/350 Roadster
1624,aston-martin,Aston Martin DBS,black,20-Jul,2020,279900,533,725,Automatic,Petrol,"12,4 l/100 km",285 g/km,22500,"Superleggera Coupe  5.2 V12, Full Options"
23295,bentley,Bentley Continental GTC,grey,22-Nov,2022,279900,404,549,Automatic,Petrol,,#NAME?,2685,Mulliner *SONDERMODELL *
23299,bentley,Bentley Continental GT,grey,22-Nov,2022,279900,405,551,Automatic,Petrol,"12,5 l/100 km",263 g/km,40,Coupe V8*Mtl. Rate 2850 Euro²
52291,ferrari,Ferrari 488,red,18-Mar,2018,279900,492,669,Automatic,Petrol,"11,4 l/100 km",260 g/km,13000,*NAVI*LIFT*Viel Carbon*JBL*RFK*LEDs
52297,ferrari,Ferrari 488,red,18-Aug,2018,279900,493,670,Semi-automatic,Petrol,,#NAME?,3800,Spider Ferrari Singen
52309,ferrari,Ferrari 488,black,18-May,2018,279900,493,670,Automatic,Petrol,"11,4 l/100 km",260 g/km,14655,*Carbon*Lift*Kamera*
52440,ferrari,Ferrari Portofino,grey,21-Jul,2021,279900,456,620,Automatic,Unknown,,#NAME?,11500,M
52444,ferrari,Ferrari Portofino,grey,21-Jun,2021,279900,456,620,Automatic,Petrol,"10,3 l/100 km",235 g/km,2850,M
52466,ferrari,Ferrari Portofino,red,21-Apr,2021,279900,456,620,Automatic,Petrol,,0 g/km,5156,Pista Spider AppleCarPlay Kamera
52508,ferrari,Ferrari Roma,grey,22-Mar,2022,279900,456,620,Automatic,Petrol,15 l/100 km,234 g/km,12200,Matrix ADAS Package
52509,ferrari,Ferrari Portofino,grey,22-May,2022,279900,441,600,Automatic,Petrol,,245 g/km,3097,M *1.Hd.*Carbon*LED*Daytona*MagneRide*
93664,lamborghini,Lamborghini Huracan,yellow,17-Oct,2017,279900,470,639,Automatic,Petrol,"14,8 l/100 km",342 g/km,24986,Performante NovitecExterior/Schalensitz
93722,lamborghini,Lamborghini Huracan,blue,19-Dec,2019,279900,470,639,Automatic,Petrol,"13,9 l/100 km",335 g/km,25900,Huracan EVO Spyder
93772,lamborghini,Lamborghini Urus,grey,20-Jan,2020,279900,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,17812,4.0|Garantie neu|Service neu|Reifen neu
93792,lamborghini,Lamborghini Urus,black,20-Oct,2020,279900,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,42000,4.0 V8 Autom.
93818,lamborghini,Lamborghini Urus,blue,21-Sep,2021,279900,478,650,Automatic,Petrol,,#NAME?,23000,NEU: FLXBL LEASING
97705,maserati,Maserati MC20,grey,22-Jan,2022,279900,463,630,Automatic,Petrol,"11,5 l/100 km",261 g/km,1842,Coupe Carbondach/RacingSeats/CarbonPack
111633,mercedes-benz,Mercedes-Benz SLS,grey,12-Feb,2012,279900,420,571,Automatic,Petrol,"13,2 l/100 km",308 g/km,34583,DCT Sport-Paket/Navi/Bi-Xen/perfekter Zustand
168197,porsche,Porsche 911,black,22-Sep,2022,279900,478,650,Automatic,Petrol,"11,1 l/100 km",272 g/km,1846,Turbo S SPORT DESIGN+LEICHTBAU+CARBO+BURMEST
127862,mercedes-benz,Mercedes-Benz G 63 AMG,green,22-Nov,2022,279890,430,585,Automatic,Petrol,16 l/100 km,363 g/km,50,MAGNO GREEN SUPERIOR/FOND/CARBON/STHZG/
23215,bentley,Bentley Continental,blue,21-Jul,2021,279780,485,659,Automatic,Petrol,"13,5 l/100 km",308 g/km,2800,GT Speed *NAIM*Standhzg.*
23331,bentley,Bentley Continental GTC,black,22-Jul,2022,279750,404,549,Automatic,Petrol,"12,5 l/100 km",284 g/km,8990,BLACKLINE MULLINER NAIM CARBON
23261,bentley,Bentley Continental GT,gold,21-Aug,2021,279500,485,659,Automatic,Petrol,"13,5 l/100 km",308 g/km,3000,SPEED - BENTLEY BERLIN
23386,bentley,Bentley Flying Spur,green,23-Apr,2023,279500,404,549,Automatic,Petrol,"11,6 l/100 km",270 g/km,3100,"V8 ""S"" - MY23 - BENTLEY BERLIN -"
93765,lamborghini,Lamborghini Huracan,grey,20-May,2020,279500,471,640,Automatic,Petrol,,0 g/km,7000,Huracán EVO MY20 - Lamborghini Hamburg
52349,ferrari,Ferrari 488,red,19-May,2019,279000,493,670,Automatic,Petrol,,#NAME?,15000,Spider
52551,ferrari,Ferrari Portofino,silver,22-Feb,2022,279000,455,619,Automatic,Petrol,"11,3 l/100 km",256 g/km,5308,M *ADAS*Daytona Sitze*360 Grad*
93817,lamborghini,Lamborghini Urus,blue,21-May,2021,279000,478,650,Automatic,Petrol,,0 g/km,45420,"/Massage/AHK/Panorama/22""/Sitzklima/"
110406,mercedes-benz,Mercedes-Benz SLS,brown,11-Oct,2011,279000,420,571,Automatic,Petrol,,#NAME?,19645,"Roadster, ,,VOLLAUSSTATTUNG,,"
110451,mercedes-benz,Mercedes-Benz SLS,grey,11-Jan,2011,279000,420,571,Automatic,Petrol,,0 g/km,9171,Speedshift DCT Keramik 9.171 KM
23335,bentley,Bentley Flying Spur,silver,22-Apr,2022,278900,467,635,Automatic,Petrol,"13,3 l/100 km",304 g/km,2656,New Flying Spur W12
93726,lamborghini,Lamborghini Urus,yellow,19-Dec,2019,278800,478,650,Automatic,Petrol,,#NAME?,25500,/ FOND ENTERTAINMENT / AKRAPOVIC / B&O / 23
168224,porsche,Porsche 992,black,22-Jul,2022,277800,353,480,Automatic,Petrol,"11,3 l/100 km",257 g/km,1000,911 Targa 4GTS 50 Jahre Design Edition
23281,bentley,Bentley Flying Spur,bronze,22-Nov,2022,277777,404,549,Automatic,Petrol,"11,6 l/100 km",270 g/km,4900,New Flying Spur S V8 INDIVIDUAL / NAIM / BLACKLINE
23392,bentley,Bentley Continental,black,23-Apr,2023,277777,404,549,Automatic,Petrol,"11,3 l/100 km",263 g/km,3900,GT AZURE V8 BLACKLINE / SADDLE / FULL
168176,porsche,Porsche 992,black,22-Jul,2022,277700,478,650,Automatic,Petrol,"11,3 l/100 km",257 g/km,12900,Turbo S Sport Design Lift SAGA Chrono+ Matrix
52491,ferrari,Ferrari Roma,blue,22-Aug,2022,277500,456,620,Automatic,Petrol,"10,3 l/100 km",234 g/km,600,***Ferrari Frankfurt***
23385,bentley,Bentley Flying Spur,green,23-May,2023,276730,400,544,Automatic,Hybrid,"3,3 l/100 km",73 g/km,1923,Azure Hybrid
93704,lamborghini,Lamborghini Huracan,black,18-Mar,2018,276640,471,640,Automatic,Petrol,,#NAME?,32590,Performante LP 640-4 MY19 AdPersonam
93789,lamborghini,Lamborghini Urus,black,20-Jun,2020,275900,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,32522,"B&O 23"" TAIGATE HEAD-UP ACC+ PANORAMA DACH"
168125,porsche,Porsche 992,green,22-Jan,2022,275900,478,650,Automatic,Petrol,"11,3 l/100 km",257 g/km,6080,911 Turbo S Cabrio nur 6.080 km PCCB PASM
52256,ferrari,Ferrari 488,silver,16-Mar,2016,275000,493,670,Automatic,Petrol,,0 g/km,15900,Spider PDC
93721,lamborghini,Lamborghini Urus,blue,19-Sep,2019,274999,478,650,Automatic,Petrol,,#NAME?,37000,URUS*CARBON-PAKET*AKRAPOVIC*360°*B&O*R23*PANO*
23309,bentley,Bentley Continental GTC,green,22-Sep,2022,274900,405,551,Automatic,Petrol,"10,9 l/100 km",254 g/km,3010,"V8 Alpine Green, Styling Spec"
23380,bentley,Bentley Continental GT,grey,23-Jan,2023,274900,404,549,Automatic,Petrol,"11,3 l/100 km",263 g/km,3985,V8 Azure // BENTLEY DÜSSELDORF
52411,ferrari,Ferrari 488,black,20-May,2020,274900,493,670,Automatic,Petrol,"11,4 l/100 km",294 g/km,5550,Pista Spider Ferrari Singen
93719,lamborghini,Lamborghini Huracan,blue,19-May,2019,274900,470,639,Automatic,Petrol,"13,7 l/100 km",314 g/km,31300,Performante*Garantie*Voll*MwSt.*
93790,lamborghini,Lamborghini Urus,black,20-Oct,2020,274900,478,650,Automatic,Petrol,"12,3 l/100 km",290 g/km,23910,"Nero Helene, Full ADAS, Big Interior Carbon"
116967,mercedes-benz,Mercedes-Benz G 63 AMG,white,15-Jun,2015,274900,400,544,Automatic,Petrol,"13,8 l/100 km",322 g/km,2121,verlängert SONDERMODEL
168043,porsche,Porsche 992,blue,22-Mar,2022,274900,353,480,Automatic,Petrol,"9,7 l/100 km",221 g/km,8685,(911) Carrera GTS Matrix Carbon Hinterachslenkung
168205,porsche,Porsche 992,black,22-Sep,2022,274900,353,480,Automatic,Petrol,"9,9 l/100 km",227 g/km,89,911 Targa 4 GTS 50 Jahre Porsche Design Nr. 100/75
52557,ferrari,Ferrari Roma,green,23-Feb,2023,274800,456,620,Automatic,Petrol,"10,3 l/100 km",234 g/km,1200,***Ferrari Frankfurt***
93804,lamborghini,Lamborghini Huracan,orange,20-Sep,2020,274500,449,610,Automatic,Petrol,"10,8 l/100 km",330 g/km,6500,"EVO RWD Coupe LP 610-2 449 kW (610 PS), Automat..."
23377,bentley,Bentley Bentayga,grey,23-Jan,2023,274295,405,551,Automatic,Petrol,12 l/100 km,272 g/km,57,"4.0 V8 Azure 2023 GREY/RED 22"" WHEELS"
